context,winner_index,winner,votedFor,userDetails.country,userDetails.language,userDetails.userScore,userDetails.age,userDetails.gender,userDetails.occupation,model1,model2,winner_model,voted_for_model,continent
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,DZ,ar,0.62,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Africa
A black colored banana.,0,dalle3_banana.jpg,halfmoon_banana.jpg,IN,en,0.4384,18-29,Male,Unknown,dalle3,halfmoon,dalle3,halfmoon,Asia
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,DZ,en,0.6635,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Africa
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,TR,tr,0.2712,30-39,Female,Unemployed or Student,dalle3,halfmoon,dalle3,dalle3,Asia
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,RS,en,0.6474,30-39,Female,Other Employment,dalle3,halfmoon,dalle3,dalle3,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,IN,en,0.6172,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Asia
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,IN,en,0.4017,18-29,Other,Education,dalle3,stablediffusion,dalle3,dalle3,Asia
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,IN,en,0.3049,50-64,Male,Unemployed or Student,dalle3,stablediffusion,dalle3,dalle3,Asia
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,RU,ru,0.4832,0-17,Other,Unemployed or Student,dalle3,stablediffusion,dalle3,dalle3,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,DE,de,0.186,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Europe
A black colored banana.,0,halfmoon_banana.jpg,stablediffusion_banana.jpg,TR,tr,0.2784,0-17,Female,Unknown,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,IT,it,0.5903,30-39,Other,Other Employment,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,LY,ar,0.2042,40-49,Female,Education,halfmoon,stablediffusion,halfmoon,halfmoon,Africa
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,IN,en,0.4212,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A black colored banana.,0,halfmoon_banana.jpg,stablediffusion_banana.jpg,AU,en,0.6199,50-64,Male,Other Employment,halfmoon,stablediffusion,halfmoon,stablediffusion,Oceania
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,PL,pl,0.1287,40-49,Other,Skilled Manual Trades,4o,dalle3,4o,4o,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IN,en,0.5203,30-39,Female,Unemployed or Student,4o,dalle3,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,TR,tr,0.4201,0-17,Female,Other Employment,4o,dalle3,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,dalle3_bathroom.jpg,RS,sr,0.4644,50-64,Male,Technology,4o,dalle3,4o,dalle3,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,TR,tr,0.2434,18-29,Female,Other Employment,4o,dalle3,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IN,en,0.3085,0-17,Male,Unemployed or Student,4o,halfmoon,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IT,it,0.3583,30-39,Male,Healthcare,4o,halfmoon,4o,4o,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,halfmoon_bathroom.jpg,EG,ar,0.2548,50-64,Female,Other Employment,4o,halfmoon,4o,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,LY,ar,0.4923,40-49,Other,Other Employment,4o,halfmoon,4o,4o,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IN,en,0.272,40-49,Female,Unemployed or Student,4o,halfmoon,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,RU,ru,0.4707,30-39,Other,Skilled Manual Trades,4o,halfmoon,4o,4o,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,halfmoon_bathroom.jpg,IN,en,0.3627,Unknown,Unknown,Unknown,4o,halfmoon,4o,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,PK,en,0.345,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,LY,ar,0.4923,40-49,Other,Other Employment,4o,stablediffusion,4o,4o,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,DZ,fr,0.3,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,EG,en,0.2177,30-39,Male,Creative & Media,4o,stablediffusion,4o,4o,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,AU,en,0.6199,50-64,Male,Other Employment,4o,stablediffusion,4o,4o,Oceania
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,DE,de,0.6193,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Europe
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,ID,id,0.2625,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,IN,en,0.1467,40-49,Other,Technology,dalle3,halfmoon,halfmoon,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,EG,ar,0.186,0-17,Male,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,dalle3_bathroom.jpg,IN,en,0.3049,50-64,Male,Unemployed or Student,dalle3,halfmoon,halfmoon,dalle3,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,EG,ar,0.4047,30-39,Female,Healthcare,dalle3,stablediffusion,dalle3,dalle3,Africa
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,IN,en,0.7334,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.526,30-39,Female,Unemployed or Student,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,stablediffusion_bathroom.jpg,RU,ru,0.4707,30-39,Other,Skilled Manual Trades,dalle3,stablediffusion,dalle3,stablediffusion,Europe
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,IN,hi,0.3132,30-39,Female,Unemployed or Student,dalle3,stablediffusion,dalle3,dalle3,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,RU,ru,0.6593,65+,Other,Unknown,halfmoon,stablediffusion,stablediffusion,stablediffusion,Europe
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IT,it,0.1419,50-64,Other,Other Education Professional,halfmoon,stablediffusion,stablediffusion,stablediffusion,Europe
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,UA,uk,0.3,Unknown,Unknown,Unknown,halfmoon,stablediffusion,stablediffusion,stablediffusion,Europe
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,AZ,az,0.1065,Unknown,Unknown,Unknown,halfmoon,stablediffusion,stablediffusion,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,RS,en,0.6474,30-39,Female,Other Employment,halfmoon,stablediffusion,stablediffusion,stablediffusion,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IN,en,0.1917,30-39,Unknown,Unknown,4o,dalle3,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,FR,fr,0.4577,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,dalle3_bathroom.jpg,IN,en,0.0,Unknown,Unknown,Unknown,4o,dalle3,4o,dalle3,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,LY,ar,0.5161,30-39,Male,Education,4o,dalle3,4o,4o,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,PH,en,0.5819,65+,Female,Unemployed or Student,4o,dalle3,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,AT,de,0.7959,50-64,Female,Skilled Manual Trades,4o,dalle3,4o,4o,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,TR,tr,0.1858,0-17,Female,Education,4o,halfmoon,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IT,it,0.3297,30-39,Male,Healthcare,4o,halfmoon,4o,4o,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,halfmoon_bathroom.jpg,EG,en,0.2177,30-39,Male,Creative & Media,4o,halfmoon,4o,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,halfmoon_bathroom.jpg,IN,en,0.2613,Unknown,Unknown,Unknown,4o,halfmoon,4o,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,FR,fr,0.5408,Unknown,Unknown,Unknown,4o,halfmoon,4o,4o,Europe
A bathroom with green tile and a red shower curtain.,0,4o_bathroom.jpg,4o_bathroom.jpg,IN,en,0.3627,Unknown,Unknown,Unknown,4o,halfmoon,4o,4o,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,4o_bathroom.jpg,RU,ru,0.4505,Unknown,Unknown,Unknown,4o,stablediffusion,stablediffusion,4o,Europe
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.2701,40-49,Female,Unemployed or Student,4o,stablediffusion,stablediffusion,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.2912,50-64,Male,Unemployed or Student,4o,stablediffusion,stablediffusion,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,RS,en,0.6187,40-49,Male,Other Employment,4o,stablediffusion,stablediffusion,stablediffusion,Europe
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,RS,sr,0.3717,40-49,Female,Unemployed or Student,4o,stablediffusion,stablediffusion,stablediffusion,Europe
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,EG,ar,0.3232,50-64,Female,Education,4o,stablediffusion,stablediffusion,stablediffusion,Africa
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,EG,ar,0.3805,30-39,Female,Other Employment,dalle3,halfmoon,halfmoon,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,IN,en,0.0869,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,IN,en,0.3288,50-64,Male,Unemployed or Student,dalle3,halfmoon,halfmoon,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,TZ,ar,0.6335,18-29,Male,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,dalle3_bathroom.jpg,IN,en,0.4625,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,dalle3,Asia
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,MZ,pt,0.5982,50-64,Other,Creative & Media,dalle3,halfmoon,halfmoon,halfmoon,Africa
A bathroom with green tile and a red shower curtain.,1,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,IN,en,0.4384,18-29,Male,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.2816,50-64,Male,Healthcare,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,stablediffusion_bathroom.jpg,KZ,ru,0.3752,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,RU,ru,0.5751,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Europe
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,PY,es,0.7967,18-29,Other,Other Employment,dalle3,stablediffusion,dalle3,dalle3,South America
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,stablediffusion_bathroom.jpg,BD,en,0.3266,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,DZ,ar,0.4483,0-17,Male,Technology,dalle3,stablediffusion,dalle3,dalle3,Africa
A bathroom with green tile and a red shower curtain.,0,halfmoon_bathroom.jpg,stablediffusion_bathroom.jpg,EG,en,0.2052,18-29,Female,Education,halfmoon,stablediffusion,halfmoon,stablediffusion,Africa
A bathroom with green tile and a red shower curtain.,0,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,UA,ru,0.2214,0-17,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
A bathroom with green tile and a red shower curtain.,0,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,IN,en,0.3014,65+,Other,Unemployed or Student,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A bathroom with green tile and a red shower curtain.,0,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,RU,ru,0.5548,0-17,Male,Technology,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
A bathroom with green tile and a red shower curtain.,0,halfmoon_bathroom.jpg,halfmoon_bathroom.jpg,IN,en,0.4364,18-29,Male,Education,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A black colored banana.,1,dalle3_banana.jpg,dalle3_banana.jpg,EG,ar,0.4047,30-39,Female,Healthcare,4o,dalle3,dalle3,dalle3,Africa
A black colored banana.,1,dalle3_banana.jpg,dalle3_banana.jpg,IN,en,0.3,Unknown,Unknown,Unknown,4o,dalle3,dalle3,dalle3,Asia
A black colored banana.,1,dalle3_banana.jpg,4o_banana.jpg,AU,en,0.6199,50-64,Male,Other Employment,4o,dalle3,dalle3,4o,Oceania
A black colored banana.,1,dalle3_banana.jpg,dalle3_banana.jpg,LY,ar,0.168,50-64,Female,Education,4o,dalle3,dalle3,dalle3,Africa
A black colored banana.,1,dalle3_banana.jpg,dalle3_banana.jpg,IN,en,0.1467,40-49,Other,Technology,4o,dalle3,dalle3,dalle3,Asia
A black colored banana.,1,halfmoon_banana.jpg,4o_banana.jpg,FR,fr,0.5505,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,4o,Europe
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,DE,de,0.3932,18-29,Other,Skilled Manual Trades,4o,halfmoon,halfmoon,halfmoon,Europe
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,DZ,en,0.6703,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,halfmoon,Africa
A black colored banana.,1,halfmoon_banana.jpg,4o_banana.jpg,TR,tr,0.2712,30-39,Female,Unemployed or Student,4o,halfmoon,halfmoon,4o,Asia
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,ES,es,0.2394,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,halfmoon,Europe
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,EG,en,0.2052,18-29,Female,Education,4o,stablediffusion,4o,4o,Africa
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.2816,50-64,Male,Healthcare,4o,stablediffusion,4o,4o,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.3211,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,RU,ru,0.4707,30-39,Other,Skilled Manual Trades,4o,stablediffusion,4o,4o,Europe
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.4545,18-29,Other,Unemployed or Student,4o,stablediffusion,4o,4o,Asia
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,DE,de,0.6193,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Europe
A black colored banana.,1,halfmoon_banana.jpg,dalle3_banana.jpg,RU,ru,0.3217,40-49,Other,Technology,dalle3,halfmoon,halfmoon,dalle3,Europe
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,IT,it,0.5903,30-39,Other,Other Employment,dalle3,halfmoon,halfmoon,halfmoon,Europe
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,KZ,ru,0.3752,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Asia
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,IN,en,0.3631,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Asia
A black colored banana.,1,halfmoon_banana.jpg,dalle3_banana.jpg,LY,ar,0.168,50-64,Female,Education,dalle3,halfmoon,halfmoon,dalle3,Africa
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,IN,en,0.7334,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Asia
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,RU,ru,0.5751,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,DE,de,0.3932,18-29,Other,Skilled Manual Trades,dalle3,stablediffusion,dalle3,dalle3,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,EG,ar,0.2896,18-29,Male,Healthcare,dalle3,stablediffusion,dalle3,dalle3,Africa
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,TR,tr,0.2434,18-29,Female,Other Employment,dalle3,stablediffusion,dalle3,dalle3,Asia
A black colored banana.,0,halfmoon_banana.jpg,stablediffusion_banana.jpg,TN,fr,0.5068,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,stablediffusion,Africa
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,EG,ar,0.6769,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Africa
A black colored banana.,0,halfmoon_banana.jpg,stablediffusion_banana.jpg,IN,en,0.3288,50-64,Male,Unemployed or Student,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A black colored banana.,0,halfmoon_banana.jpg,stablediffusion_banana.jpg,EG,en,0.6452,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,stablediffusion,Africa
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,IN,en,0.5203,30-39,Female,Unemployed or Student,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,PH,en,0.5819,65+,Female,Unemployed or Student,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IT,it,0.3583,30-39,Male,Healthcare,4o,dalle3,4o,4o,Europe
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,EG,ar,0.3726,0-17,Female,Unemployed or Student,4o,dalle3,4o,4o,Africa
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,AU,en,0.6199,50-64,Male,Other Employment,4o,dalle3,4o,4o,Oceania
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.2353,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,BO,es,0.336,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,South America
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,DZ,en,0.6579,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,halfmoon,Africa
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,IN,en,0.4212,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,halfmoon,Asia
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,EG,ar,0.4068,40-49,Other,Education,4o,halfmoon,halfmoon,halfmoon,Africa
A black colored banana.,1,halfmoon_banana.jpg,4o_banana.jpg,IN,en,0.4017,18-29,Other,Education,4o,halfmoon,halfmoon,4o,Asia
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,DE,de,0.3932,18-29,Other,Skilled Manual Trades,4o,halfmoon,halfmoon,halfmoon,Europe
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,RU,ru,0.6403,50-64,Female,Other Employment,4o,stablediffusion,4o,4o,Europe
A black colored banana.,0,4o_banana.jpg,stablediffusion_banana.jpg,VN,vi,0.0541,Unknown,Unknown,Unknown,4o,stablediffusion,4o,stablediffusion,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,DZ,ar,0.62,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Africa
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.2963,18-29,Male,Healthcare,4o,stablediffusion,4o,4o,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,FR,fr,0.6712,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,TR,tr,0.1858,0-17,Female,Education,dalle3,halfmoon,dalle3,dalle3,Asia
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,EG,ar,0.3826,50-64,Female,Education,dalle3,halfmoon,dalle3,dalle3,Africa
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,DZ,fr,0.3,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Africa
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,DE,de,0.186,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,DE,de,0.6962,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,PH,en,0.3721,65+,Male,Technology,dalle3,stablediffusion,dalle3,dalle3,Asia
A black colored banana.,0,dalle3_banana.jpg,stablediffusion_banana.jpg,IN,en,0.0869,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A black colored banana.,0,dalle3_banana.jpg,stablediffusion_banana.jpg,TZ,en,0.3,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Africa
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,AO,pt,0.4338,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Africa
A black colored banana.,0,dalle3_banana.jpg,stablediffusion_banana.jpg,IN,en,0.2328,0-17,Female,Other Creative & Media Professional,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,BO,es,0.3385,0-17,Other,Other Employment,halfmoon,stablediffusion,halfmoon,halfmoon,South America
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,IN,en,0.7491,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,BD,en,0.3266,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A black colored banana.,0,halfmoon_banana.jpg,halfmoon_banana.jpg,RS,hr,0.4042,18-29,Female,Healthcare,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
A black colored banana.,0,halfmoon_banana.jpg,stablediffusion_banana.jpg,RS,en,0.6187,40-49,Male,Other Employment,halfmoon,stablediffusion,halfmoon,stablediffusion,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,EG,ar,0.4068,40-49,Other,Education,4o,dalle3,4o,4o,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,dalle3_baseball.jpg,RS,sr,0.7039,50-64,Male,Education,4o,dalle3,4o,dalle3,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,DE,de,0.5595,0-17,Male,Other Employment,4o,dalle3,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,dalle3_baseball.jpg,IN,en,0.2963,18-29,Male,Healthcare,4o,dalle3,4o,dalle3,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,BF,fr,0.3451,30-39,Other,Other Employment,4o,dalle3,4o,4o,Africa
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,halfmoon_baseball.jpg,IN,en,0.3,Unknown,Unknown,Unknown,4o,halfmoon,4o,halfmoon,Asia
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,RU,ru,0.6807,50-64,Male,Technology,4o,halfmoon,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,4o_baseball.jpg,FR,fr,0.4577,Unknown,Unknown,Unknown,4o,halfmoon,4o,4o,Europe
A baseball player in a blue and white uniform is next to a player in black and white.,0,4o_baseball.jpg,halfmoon_baseball.jpg,TR,tr,0.3921,Unknown,Unknown,Unknown,4o,halfmoon,4o,halfmoon,Asia
